"job_id","title","date_range"
14760,"Lead Graphic Designer","2010 – 2012Chandler, AZ"
14761,"Graphic Designer / Content Writer","2009 – 2010Scottsdale, AZ"
14762,"Sr. Software Engineer (Web)","April 2020 – Present(2 months)Los Angeles Metropolitan Area"
14763,"Data & AI Sr Consultant","May 2017 – March 2019(1 year 10 months)Rio de Janeiro Area, Brazil"
14764,"Database Engineer Consultant","March 2017 – April 2017(1 month)Rio de Janeiro Area, Brazil"
14765,"IT & BI Manager","October 2016 – February 2017(4 months)Curitiba Area, Brazil"
14766,"Data Architecture Consultant","May 2013 – September 2016(3 years 4 months)Rio de Janeiro Area, Brazil"
14767,"Oracle Specialist","August 2011 – April 2012(8 months)Rio de Janeiro Area, Brazil"
14768,"Oracle Advanced Support Engineer","January 2010 – July 2011(1 year 6 months)Brazil"
14769,"Oracle DBA / Arquiteto de TI","July 2009 – April 2010(9 months)"
14770,"Lead Oracle DBA, IT Manager","April 2007 – July 2009(2 years 3 months)"
14771,"Oracle Consultant","February 2004 – April 2007(3 years 2 months)"
14772,"Lead Oracle DBA","January 2003 – February 2005(2 years 1 month)"
14773,"Software Engineer and DBA","February 2001 – June 2002(1 year 4 months)"
14774,"Software Engineer and DBA","January 2000 – February 2001(1 year 1 month)"
14775,"Sr Data and Applied Scientist","April 2019 – Present(1 year 2 months)Redmond, Washington"
14776,"Lead Game Engineer","January 2019 – Present(1 year 5 months)"
14777,"Lead Game Engineer","October 2017 – January 2019(1 year 3 months)"
14778,"Senior Software Engineer","December 2012 – October 2017(4 years 10 months)"
14779,"Senior Software Engineer","June 2010 – December 2012(2 years 6 months)"
14780,"Senior Software Engineer","November 2005 – April 2010(4 years 5 months)"
14781,"Senior Software Engineer","July 2002 – November 2005(3 years 4 months)"
14782,"Software Engineer","June 2001 – July 2002(1 year 1 month)"
14783,"Software Engineer","1999 – 2000"
14784,"Software Engineer","1997 – 1998"
14785,"Lead Game Engineer","January 2019 – Present(1 year 5 months)"
14786,"Web Developmer","October 2014 – March 2020(5 years 5 months)Greater Los Angeles Area"
14787,"Programmer","January 2014 – October 2014(9 months)"
14788,"Sr. Software Engineer","May 2020 – Present(1 month)Los Angeles, California, United States"
14789,"Senior Graphics Programmer","October 2017 – May 2018(7 months)Long Beach, California"
14790,"Graphics/Engine Programmer","January 2016 – October 2017(1 year 9 months)Horsham, United Kingdom"
14791,"Senior Graphics/Engine Programmer","May 2014 – December 2015(1 year 7 months)Seattle"
14792,"Senior Graphics Programmer","June 2012 – May 2014(1 year 11 months)Redmond, WA"
14793,"Software Developer","October 2010 – June 2012(1 year 8 months)Redmond, WA"
14794,"Software Developer","October 2008 – October 2010(2 years)"
14795,"Software Developer","July 2007 – October 2008(1 year 3 months)"
14796,"Game/Graphics Software Engineer","June 2006 – July 2007(1 year 1 month)"
14797,"Software Engineer","July 2001 – September 2005(4 years 2 months)"
14798,"Senior Engine Programmer","May 2018 – Present(2 years 1 month)"
14799,"Senior Software Engineer","August 2011 – Present(8 years 10 months)Uruguay"
14800,"Research Assistant","August 2012 – December 2015(3 years 4 months)Uruguay"
14801,"Freelance Developer","July 2013 – November 2015(2 years 4 months)"
14802,"Developer","January 2010 – August 2011(1 year 7 months)Uruguay"
14803,"Programmer","December 2007 – January 2010(2 years 1 month)"
14804,"Developer","December 2007 – January 2010(2 years 1 month)"
14805,"Engineering Manager","April 2019 – Present(1 year 2 months)"
14806,"AdmSys / Programmer","June 2010 – April 2013(2 years 10 months)"
14807,"Reporting","September 2009 – June 2010(9 months)"
14808,"Sysadmin / Programmer","January 2007 – September 2009(2 years 8 months)Montevideo - Uruguay"
14809,"Technical Lead","April 2013 – Present(7 years 2 months)Montevideo, Uruguay"
14810,"Ingeniero de software superior","February 2019 – Present(1 year 4 months)"
14819,"Software Architect","February 2019 – Present(1 year 4 months)Lima Province, Peru"
14820,"Hybris Sr Developer","February 2017 – January 2019(1 year 11 months)"
14821,"Software Engeneer","March 2016 – August 2016(5 months)"
14822,"Consultant","July 2014 – February 2016(1 year 7 months)"
14823,"Consultant","August 2012 – June 2014(1 year 10 months)"
14824,"Java Developer","July 2011 – June 2014(2 years 11 months)Uruguay"
14825,"Java Developer","2011 – 2012"
14826,"Project Manager","March 2009 – July 2011(2 years 4 months)"
14827,"Software Architect","June 2014 – Present(6 years)Montevideo"
14842,"Project Leader, Software Architect","September 2014 – September 2015(1 year)Montevideo, Uruguay"
14843,"IT Consultant and Senior Developer","November 2012 – August 2013(9 months)Montevideo, Uruguay"
14844,"Mobile & J2EE Senior Developer","December 2011 – June 2012(6 months)Uruguay"
14845,"IT Advisor, Software Architect and Scrum Master","November 2009 – December 2011(2 years 1 month)Uruguay"
14846,"Partnerships Manager","July 2006 – June 2010(3 years 11 months)Uruguay"
14847,"Senior Software Developer, Scrum Master","October 2007 – November 2009(2 years 1 month)Montevideo, Uruguay"
14848,"IT Consultant","July 2004 – October 2007(3 years 3 months)Uruguay, India, Chile"
14849,"CTO","July 2003 – July 2004(1 year)Montevideo, Uruguay"
14850,"Web Developer","December 2001 – July 2003(1 year 7 months)Montevideo, Uruguay"
14851,"IT Consultant","July 2000 – December 2001(1 year 5 months)Montevideo, Uruguay"
14852,"Senior Software Engineer","November 2015 – Present(4 years 7 months)Montevideo, Uruguay"
14853,"Ethereum Smart Contract Developer","November 2017 – Present(2 years 7 months)"
14854,"Tech Lead | Angular Full Stack Developer","October 2017 – Present(2 years 8 months)Montevideo, UY"
14855,"Co-Founder","September 2018 – Present(1 year 9 months)"
14856,"Chief Technology Officer","January 2016 – Present(4 years 5 months)"
14857,"Software Architect","February 2016 – Present(4 years 4 months)"
14858,"Senior .Net Developer","December 2007 – January 2014(6 years 1 month)"
14859,"Teacher","July 2009 – July 2010(1 year)"
14860,"Co-Founder","January 2014 – Present(6 years 5 months)"
14874,"Senior iOS Developer","November 2013 – Present(6 years 7 months)Montevideo, Uruguay"
14875,"Owner","April 2012 – Present(8 years 2 months)Montevideo, Uruguay"
14876,"Owner","March 2008 – Present(12 years 3 months)"
14877,"Co Founder","February 2012 – May 2015(3 years 3 months)Montevideo, Uruguay"
14878,"Senior iOS Developer","February 2012 – October 2013(1 year 8 months)Montevideo, Uruguay"
14879,"Senior Developer","March 2008 – March 2010(2 years)"
14880,"Data Center Operator","July 2004 – June 2008(3 years 11 months)"
14881,"Visual Basic Developer","January 2004 – September 2004(8 months)"
14882,"Owner","August 2015 – Present(4 years 10 months)Uruguay"
14883,"Senior Software Developer","November 2014 – November 2015(1 year)"
14884,"Senior Software Developer","November 2011 – April 2014(2 years 5 months)"
14885,"Software Developer","May 2008 – November 2011(3 years 6 months)"
14886,"Technical Lead","November 2015 – Present(4 years 7 months)"
14893,"Software Architect","2020 – Present"
14894,"Software Architect","March 2006 – May 2013(7 years 2 months)"
14895,"Technical Specialist","December 2002 – March 2006(3 years 3 months)"
14896,"Analista Programador","2000 – December 2002"
14897,"Analista Programador","2000 – 2002"
14898,"Programador","1999 – 2000"
14899,"Chief Software Architect","May 2013 – Present(7 years 1 month)"
14900,"Unix Administrator","March 2018 – Present(2 years 3 months)Montevideo Uruguay"
14901,"Analista de Infraestrutura Sênior","August 2016 – March 2018(1 year 7 months)Indaiatuba, SP"
14902,"Analista de Infraestrutura","March 2014 – July 2016(2 years 4 months)Campinas"
14903,"Backup & Recovery Specialist at IBM","August 2012 – November 2013(1 year 3 months)"
14904,"Storage Management Analyst","February 2011 – July 2012(1 year 5 months)"
14905,"Supplemental Worker for Storage Distributed Brazil","April 2009 – January 2011(1 year 9 months)"
14906,"Technical Lead Backup & Recovery and Virtualization","August 2019 – Present(10 months)Uruguay"
14907,"Software Development Manager","November 2013 – Present(6 years 7 months)Uruguay"
14908,"Software Team Leader","July 2011 – Present(8 years 11 months)"
14909,"Consultor Asociado","March 2011 – Present(9 years 3 months)Montevideo"
14910,"Software Engineer","February 2007 – March 2012(5 years 1 month)"
14911,"IT Consultant and Project Leader","September 2004 – January 2007(2 years 4 months)"
14912,"Instructor","March 2003 – December 2004(1 year 9 months)Centro de Extensión"
14913,"IT Support & Networking Admin","December 2003 – September 2004(9 months)"
14914,"Instructor","March 2002 – December 2002(9 months)Centro de Extensión"
14915,"IT support for Artigas region","August 1999 – December 2000(1 year 4 months)"
14916,"Instructor and Lab Assistant","August 1999 – August 2000(1 year)Centro de Extensión"
14917,"Sr. Backend Engineer","May 2017 – Present(3 years 1 month)United States"
14918,"Senior Software Engineer","January 2017 – Present(3 years 5 months)"
14919,"Software Developer","May 2013 – March 2014(10 months)"
14920,"Software Developer","July 2011 – December 2012(1 year 5 months)"
14921,"Software Engineer","May 2014 – Present(6 years 1 month)"
14922,"Senior GeneXus Developer","June 2014 – Present(6 years)"
14923,"Teacher assistant","July 2006 – Present(13 years 11 months)"
14924,"Enterprise Architect","December 2012 – October 2013(10 months)"
14925,"Solution Architect","April 2011 – November 2012(1 year 7 months)"
14926,"IT Specialist","January 2010 – April 2011(1 year 3 months)Montevideo"
14927,"IT Specialist","January 2006 – December 2010(4 years 11 months)"
14928,"Internship","April 2009 – July 2009(3 months)Nancy Area, France"
14929,"Internship","July 2005 – December 2005(5 months)"
14930,"Software Architect / IT Consultant","October 2013 – Present(6 years 8 months)Montevideo"
14931,"Lead Developer","June 2016 – Present(4 years)Uruguay"
14932,"Software Developer","January 2018 – Present(2 years 5 months)Uruguay"
14933,"Senior Software Developer","July 2008 – November 2012(4 years 4 months)"
14934,"IT Techncian","July 2007 – July 2008(1 year)"
14935,"Senior Consultant / Developer","November 2012 – Present(7 years 7 months)"
14936,"Co Founder","February 2014 – Present(6 years 4 months)Uruguay"
14937,"Programador","October 2008 – Present(11 years 8 months)"
14938,"Programador","February 2005 – January 2014(8 years 11 months)Ecuador"
14939,"Programador","September 2006 – October 2008(2 years 1 month)"
14940,"Coordinador de Soporte - Axentria-Ssp","August 2015 – Present(4 years 10 months)Montevideo, Montevideo, Uruguay"
14950,"Investigador","January 2011 – Present(9 years 5 months)Uruguay"
14951,"Software Developer","April 2012 – July 2019(7 years 3 months)"
14952,"Full-stack Developer","July 2019 – Present(11 months)Cambridge, United Kingdom"
14965,"Senior Frontend Developer","February 2020 – Present(4 months)"
14966,"Senior LAMP Developer","March 2018 – Present(2 years 3 months)Uruguay"
14967,"Drupal/PHP Developer","August 2015 – Present(4 years 10 months)"
14968,"Co-Founder, Project Manager, Developer","December 2013 – Present(6 years 6 months)"
14969,"Project Manager & Software Architect","May 2011 – December 2014(3 years 7 months)"
14970,"Game Developer Unity3d","June 2010 – May 2011(11 months)"
14971,"Senior Developer","March 2009 – June 2010(1 year 3 months)"
14972,"C++ Developer","2008 – 2009"
14973,"Lead Developer 3D Simulator","June 2007 – May 2008(11 months)"
14974,"Director / Co-Founder","January 2015 – Present(5 years 5 months)Montevideo, Uruguay"
14981,"Development Lead","January 2010 – November 2015(5 years 10 months)Montevideo, Uruguay"
14982,"Development Management","2010 – 2012"
14983,"Developer","June 2011 – November 2011(5 months)Montevideo, Uruguay"
14984,"AS3 Developer","August 2010 – May 2011(9 months)Montevideo, Uruguay"
14985,"PC repair and network maintenance","January 2008 – July 2010(2 years 6 months)Montevideo, Uruguay"
14986,"Quality Engineer","December 2008 – January 2010(1 year 1 month)Montevideo, Uruguay"
14987,"QA & Developer","December 2008 – December 2009(1 year)"
14988,"Developer","January 2009 – August 2009(7 months)Montevideo, Uruguay"
14989,"Senior Developer","January 2016 – Present(4 years 5 months)Montevideo, Uruguay"
14990,"Semi Senior QA Analyst","February 2018 – Present(2 years 4 months)Montevideo"
14991,"QA Analyst","May 2016 – Present(4 years 1 month)"
14992,"Developer","February 2019 – Present(1 year 4 months)"
14993,"Senior Android Developer","April 2015 – June 2015(2 months)Montevideo"
14994,"Android Developer","February 2014 – April 2015(1 year 2 months)Montevideo"
14995,"Software Developer","November 2010 – February 2014(3 years 3 months)"
14996,"iOS Developer","September 2009 – November 2010(1 year 2 months)"
14997,"Senior Android Developer","June 2015 – Present(5 years)Montevideo"
14998,"Senior Quality Engineer","April 2011 – May 2012(1 year 1 month)"
14999,"Software Test Consultant & Functional Test Leader from CES","July 2010 – March 2011(8 months)"
15000,"Functional Tester Leader","September 2008 – July 2010(1 year 10 months)"
15001,"Functional Tester Expert","September 2007 – September 2008(1 year)"
15002,"Software Analyst & Developer","November 2006 – September 2007(10 months)"
15003,"Senior Quality Engineer & Software Developer","June 2012 – Present(8 years)"
15004,"BMS Developer","March 2010 – Present(10 years 3 months)"
15005,"Peoplesoft - EBS Consultant / Oracle DBA","December 2004 – March 2010(5 years 3 months)"
15006,"Sysadmin","April 1995 – March 2005(9 years 11 months)"
15007,"Developer, Project Leader","July 2003 – August 2004(1 year 1 month)"
15008,"Information Technology Operations Lead","January 2017 – Present(3 years 5 months)Montevideo"
15009,"Freelance Writer","January 2013 – Present(7 years 5 months)Uruguay"
15010,"Project Lead - Writer/Designer","November 2012 – Present(7 years 7 months)Montevideo, Uruguay / York, United Kingdom / México"
15011,"Project Leader - Creative","August 2016 – Present(3 years 10 months)Uruguay"
15012,"Designer/Developer","January 2001 – Present(19 years 5 months)"
15013,"Translator/Writer","July 2004 – Present(15 years 11 months)Uruguay"
15014,"Trainings Manager - Content Editor & Technical Writer","July 2012 – November 2018(6 years 4 months)Montevideo, Uruguay"
15015,"Editor - Cameraman - Writer","March 2010 – 2017(7 years 3 months)Montevideo, Uruguay"
15016,"Developer","July 2011 – July 2012(1 year)"
15017,"Administrativo","February 2011 – July 2011(5 months)Uruguay"
15018,"Docente","April 2008 – February 2011(2 years 10 months)Uruguay"
15019,"Zone/District Leader - Record Keeper","December 2004 – December 2006(2 years)Paraguay"
15020,"Product Specialist","November 2018 – Present(1 year 7 months)Toronto, Canada / Montevideo, Uruguay"
15021,"Technical Manager","December 2004 – Present(15 years 6 months)Montevideo, Uruguay"
15022,"Professor","March 2011 – March 2014(3 years)"
15023,"Engineering","May 2004 – October 2004(5 months)"
15024,"Technical Engineer","August 2000 – May 2004(3 years 9 months)"
15025,"System Administrator","February 1996 – August 2000(4 years 6 months)"
15026,"Tech Lead","July 2013 – Present(6 years 11 months)Montevideo"
15027,"Assistant Teacher","September 2013 – Present(6 years 9 months)Montevideo, Uruguay"
15028,"Senior consultant","April 2011 – February 2014(2 years 10 months)Montevideo, Uruguay"
15029,"Assistant Teacher","November 2011 – September 2013(1 year 10 months)Montevideo, Uruguay"
15030,"Senior Analyst","January 2011 – March 2011(2 months)Montevideo, Uruguay"
15031,"Java Consultant","November 2010 – March 2011(4 months)Montevideo, Uruguay"
15032,"Senior Analyst","April 2010 – December 2010(8 months)Montevideo, Uruguay"
15033,"Assistant Teacher","June 2009 – October 2010(1 year 4 months)Montevideo, Uruguay"
15034,"Senior Analyst","July 2006 – March 2010(3 years 8 months)Montevideo, Uruguay"
15035,"Technical Project Manager","December 2008 – June 2009(6 months)Montevideo, Uruguay"
15036,"Project Manager","February 2007 – December 2007(10 months)Montevideo, Uruguay"
15037,"Software Developer","August 2005 – June 2006(10 months)Montevideo, Uruguay"
15038,"Software Developer","March 2004 – July 2005(1 year 4 months)Montevideo, Uruguay"
15039,"Software Engineer - Analista III","February 2014 – Present(6 years 4 months)Montevideo, Uruguay"
15047,"Software Developer","2013 – Present"
15048,"Software Developer","2006 – 2012"
15049,"Solution Manager","May 2016 – Present(4 years 1 month)Uruguay"
15050,"Teaching Assistant","October 2014 – March 2019(4 years 5 months)Montevideo, Uruguay"
15051,"Senior Software Engineer","August 2015 – Present(4 years 10 months)Montevideo, Uruguay"
15052,"Área de Ingeniería","April 2016 – March 2020(3 years 11 months)Montevideo"
15053,"Desarrollador - Adobe Experience Manager","January 2014 – March 2016(2 years 2 months)Uruguay"
15054,"Coordinador de Proyectos / Scrum Master","March 2012 – December 2014(2 years 9 months)"
15055,"Scrum Master / Senior Developer","March 2008 – February 2012(3 years 11 months)"
15056,"Docente - grado 2","October 2009 – April 2011(1 year 6 months)Montevideo"
15057,"Senior Developer","August 2004 – February 2008(3 years 6 months)"
15058,"Desarrollador Senior / Project Leader","February 2002 – August 2004(2 years 6 months)Montevideo"
15059,"Desarrollador","May 1997 – January 2002(4 years 8 months)Montevideo"
15060,"Becario","September 1996 – March 1997(6 months)Montevideo"
15061,"Senior Developer","January 2020 – Present(5 months)Montevideo, Uruguay"
15062,"Research & Development","junio de 2013 – abril de 2020(6 años y 10 meses)Montevideo, Uruguay"
15063,"Co Organizer","marzo de 2016 – diciembre de 2016(9 meses)"
15064,"Research & Development Intern","marzo de 2013 – mayo de 2013(2 meses)Montevideo, Uruguay"
15065,"Senior Android Engineer","abril de 2020 – Actualidad(2 meses)Montevideo, Uruguay"
15081,"CEO / Owner","junio de 2003 – Actualidad(17 años)"
15082,"CTO","enero de 2013 – Actualidad(7 años y 5 meses)"
15083,"Sr Software Engineer","noviembre de 2014 – septiembre de 2015(10 meses)Montevideo, Uruguay"
15084,"Senior Software Engineer","2014 – 2014"
15085,"Software Engineer","2009 – 2009"
15086,"Senior Software Engineer","abril de 2018 – Actualidad(2 años y 2 meses)Uruguay"
15097,"Software Development Engineer","August 2015 – November 2016(1 year 3 months)Gurgaon, India"
15098,"Software Developer","August 2013 – July 2015(1 year 11 months)Noida Area, India"
15099,"software developer","September 2012 – July 2013(10 months)bangalore"
15100,"software developer","July 2011 – August 2012(1 year 1 month)pearl building plot # 51, sector-32,institutional area gurgaon, haryana - 122001"
15101,"Software Development Engineer","January 2017 – Present(3 years 5 months)Bengaluru Area, India"
15102,"Arquitecto/Coordinador/Desarrollador Sr.","agosto de 2012 – septiembre de 2019(7 años y 1 mes)Montevideo, Uruguay"
15103,"Tutor de Proyecto de Grado (Software Factory)","septiembre de 2011 – septiembre de 2019(8 años)Montevideo, Uruguay"
15104,"CEO & Co Founder","agosto de 2012 – agosto de 2017(5 años)"
15105,"Docente Ingeniería de Software y Gestión de Proyectos","marzo de 2009 – agosto de 2015(6 años y 5 meses)"
15106,"Analista/Desarrollador","diciembre de 2008 – agosto de 2012(3 años y 8 meses)"
15107,"Desarrollador","septiembre de 2007 – noviembre de 2008(1 año y 2 meses)Uruguay"
15108,"Desarrollador","julio de 2007 – septiembre de 2007(2 meses)Uruguay"
15109,"Web Content Analyst/Software Developer","marzo de 2006 – julio de 2007(1 año y 4 meses)Uruguay"
15110,"Desarrollador","enero de 2006 – marzo de 2006(2 meses)Uruguay"
15111,"Technical Lead","octubre de 2019 – Actualidad(8 meses)"
15112,"Senior Performance Tester","enero de 2016 – enero de 2019(3 años)"
15113,"IT Administrator","septiembre de 2013 – diciembre de 2015(2 años y 3 meses)Montevideo"
15114,"IT Storage Specialist","diciembre de 2005 – diciembre de 2015(10 años)"
15115,"Docente","marzo de 2012 – marzo de 2013(1 año)"
15116,"Performance tester","febrero de 2007 – marzo de 2008(1 año y 1 mes)"
15117,"Quality Engineering tech lead","enero de 2019 – Actualidad(1 año y 5 meses)"
15118,".Net Senior Developer","junio de 2016 – febrero de 2018(1 año y 8 meses)Montevideo, Uruguay"
15119,"Team Lead, Software Engineer and Developer","marzo de 2015 – junio de 2016(1 año y 3 meses)Paraguay"
15120,"Team Lead & .NET Senior Developer","marzo de 2014 – junio de 2016(2 años y 3 meses)Paraguay"
15121,"Software Developer","febrero de 2014 – marzo de 2015(1 año y 1 mes)Paraguay"
15122,"Team Leader, Software Engineer and Developer","octubre de 2006 – enero de 2014(7 años y 3 meses)Cuba"
15123,"Software Analyst","febrero de 2018 – Actualidad(2 años y 4 meses)Uruguay"
15132,"Software Engineer","May 2017 – March 2018(10 months)Israel"
15133,"Software Developer","September 2016 – April 2017(7 months)"
15134,"Software Developer Internship","September 2015 – September 2016(1 year)"
15135,"Senior Software Engineer","September 2018 – Present(1 year 10 months)Menlo Park, California"
15136,"Senior Software Engineer","January 2016 – Present(4 years 6 months)San Francisco Bay Area"
15137,"Engineering Manager","January 2019 – March 2020(1 year 2 months)San Francisco Bay Area"
15138,"Engineering Lead","March 2018 – March 2020(2 years)San Francisco Bay Area"
15139,"Senior Software Engineer","October 2010 – October 2015(5 years)"
15140,"Professor","March 2009 – October 2010(1 year 7 months)"
15141,"Professor","March 2006 – October 2010(4 years 7 months)"
15142,"Software Engineer (Globant Contractor)","July 2009 – October 2009(3 months)"
15143,"Senior Developer","October 2006 – October 2009(3 years)"
15144,"Software Engineer (Globant Contractor)","January 2009 – July 2009(6 months)"
15145,"Software Engineer (Globant Contractor)","February 2008 – December 2008(10 months)"
15146,"TA","August 1999 – February 2008(8 years 6 months)"
15147,"Professor","March 2005 – February 2007(1 year 11 months)"
15148,"Project Administrator","November 2004 – March 2006(1 year 4 months)"
15149,"Java Developer","March 2004 – October 2004(7 months)"
15150,"Smalltalk Developer","June 2003 – February 2004(8 months)"
15151,"Web Developer","June 2000 – July 2003(3 years 1 month)"
15152,"Director Of Engineering","March 2020 – Present(4 months)San Francisco Bay Area"
15153,"Software Engineer","November 2016 – December 2018(2 years 1 month)San Francisco Bay Area"
15154,"Senior Software Engineer","October 2014 – November 2016(2 years 1 month)San Francisco Bay Area"
15155,"Senior Consultant","August 2009 – September 2014(5 years 1 month)Trondheim Area, Norway"
15156,"Teaching Assistant","August 2005 – September 2014(9 years 1 month)"
15157,"Summer Intern","June 2008 – August 2008(2 months)"
15158,"Summer Intern","June 2007 – August 2007(2 months)"
15159,"Summer Intern","June 2006 – August 2006(2 months)"
15160,"Senior Software Engineer","January 2019 – Present(1 year 6 months)San Francisco Bay Area"
15161,"Software Engineer II","June 2018 – May 2019(11 months)San Mateo"
15162,"Backend Engineer","January 2017 – August 2017(7 months)Vancouver, Canada Area"
15163,"Software Engineer","May 2015 – March 2017(1 year 10 months)Vancouver, Canada Area"
15164,"Automation Engineer","January 2012 – August 2012(7 months)Vancouver, Canada Area"
15165,"Software Engineer","June 2019 – Present(1 year 1 month)San Francisco"
15166,"Software Engineer","October 2019 – Present(9 months)San Francisco Bay Area"
15167,"Software Engineer","August 2018 – October 2019(1 year 2 months)San Francisco Bay Area"
15168,"Software Engineer Intern","June 2017 – August 2017(2 months)Palo Alto, CA"
15169,"Software Engineer Intern","September 2016 – December 2016(3 months)London, United Kingdom"
15170,"Software Engineer Intern","May 2016 – August 2016(3 months)Sunnyvale, CA"
15171,"Software Engineer Intern","June 2015 – December 2015(6 months)Austin, TX"
15172,"College Readiness Mentor","May 2014 – August 2014(3 months)UT College of Natural Sciences"
15173,"Summer Research Fellow","June 2014 – July 2014(1 month)UT College of Natural Sciences"
15174,"Debate Camp Lab Instructor","July 2013 – August 2013(1 month)UT National Institute in Forensics"
15175,"Software Engineer","March 2020 – Present(4 months)San Francisco Bay Area"
15176,"Software Engineer","February 2018 – October 2019(1 year 8 months)San Francisco Bay Area"
15177,"Software Engineer - SWE2","February 2016 – December 2017(1 year 10 months)San Francisco Bay Area"
15178,"Software Engineer Internship","June 2015 – August 2015(2 months)Greater New York City Area"
15179,"Graduate Teaching Assistant","January 2015 – May 2015(4 months)Cornell University"
15180,"Software Engineering Intern","June 2014 – August 2014(2 months)Greater Boston Area"
15181,"Software Engineer","October 2019 – Present(9 months)"
15182,"Research Engineer","July 2018 – June 2019(11 months)Stockholm, Sweden"
15183,"Lead Architect","January 2016 – July 2018(2 years 6 months)Stockholm, Sweden"
15184,"Forward Deployed Engineer","August 2014 – January 2016(1 year 5 months)Stockholm, Sweden"
15185,"Traveling Technology Evangelist","April 2013 – July 2014(1 year 3 months)Around the World"
15186,"Lead Software Engineer","April 2010 – March 2013(2 years 11 months)Palo Alto, CA"
15187,"Senior Software Engineer","August 2006 – April 2010(3 years 8 months)Oslo, Norway and Menlo Park, CA"
15188,"Engineering Intern","June 2005 – August 2005(2 months)"
15189,"Software Engineer","June 2019 – Present(1 year 1 month)San Francisco Bay Area"
15190,"Software Engineer - Mobile","September 2018 – June 2019(9 months)San Mateo, CA"
15191,"Software Engineer - Full Stack","August 2017 – September 2018(1 year 1 month)San Mateo, CA"
15192,"Course Producer - CSCI 103","January 2017 – May 2017(4 months)Greater Los Angeles Area"
15193,"Software Engineering Intern","June 2016 – August 2016(2 months)Santa Monica, CA"
15194,"Lead iOS Developer","January 2016 – May 2016(4 months)Greater Los Angeles Area"
15195,"Software Engineering Intern","January 2016 – May 2016(4 months)Santa Monica, CA"
15196,"Course Producer - CSCI 455","August 2015 – December 2015(4 months)Greater Los Angeles Area"
15197,"Teaching Assistant","August 2014 – November 2014(3 months)Greater Los Angeles Area"
15198,"Software Engineering Intern","May 2014 – August 2014(3 months)Phoenix, Arizona"
15199,"Software Engineer","June 2019 – Present(1 year 1 month)San Francisco Bay Area"
15200,"Software Engineer II","May 2019 – January 2020(8 months)"
15201,"Software Engineer","February 2018 – May 2019(1 year 3 months)"
15202,"Graduate Teaching Assistant","August 2017 – December 2017(4 months)"
15203,"Software Engineer Intern","June 2017 – August 2017(2 months)"
15204,"Teaching Assistant","January 2016 – December 2016(11 months)Cornell University"
15205,"Embedded Software Engineering Intern","May 2016 – August 2016(3 months)Palo Alto"
15206,"Course Consultant","August 2015 – December 2015(4 months)Cornell University"
15207,"Engineering Practicum Intern","May 2015 – August 2015(3 months)New York City"
15208,"Teaching Assistant","January 2015 – May 2015(4 months)Cornell University"
15209,"Undergraduate Researcher","January 2015 – May 2015(4 months)Cornell University"
15210,"Software Engineer","January 2020 – Present(6 months)"
15211,"Software Design Expert","March 2018 – May 2020(2 years 2 months)San Francisco Bay Area"
15212,"Senior Analyst","April 2017 – March 2018(11 months)San Francisco Bay Area"
15213,"Customer Solutions Analyst","November 2015 – April 2017(1 year 5 months)San Francisco Bay Area"
15214,"Technical Consultant","March 2015 – November 2015(8 months)Vancouver, Canada Area"
15215,"Entrepreneur in Residence","September 2014 – February 2015(5 months)Vancouver, Canada Area"
15216,"Senior Global Clinic Member","August 2012 – May 2013(9 months)Portland, OR"
15217,"Technical Intern","May 2012 – August 2012(3 months)Richmond, BC"
15218,"Junior Clinic Member","September 2011 – December 2011(3 months)"
15219,"Technical Intern","May 2011 – September 2011(4 months)Vancouver, Canada Area"
15220,"Research Assistant (Video Editing)","April 2011 – June 2011(2 months)"
15221,"Project Coordinator","June 2007 – August 2007(2 months)Vancouver, Canada Area"
15222,"Software Engineer","May 2020 – Present(2 months)Palo Alto, California, United States"
15223,"Software Engineer","October 2010 – October 2016(6 years)"
15224,"C++ Developer","November 2008 – September 2010(1 year 10 months)"
15225,"Software Engineer Intern","June 2005 – August 2005(2 months)"
15226,"Lead Software Engineer","November 2016 – Present(3 years 8 months)Oslo, Norway"
15227,"Software Engineer","May 2019 – August 2019(3 months)San Francisco Bay Area"
15228,"Product & Program, Title & Escrow","November 2017 – January 2019(1 year 2 months)San Francisco Bay Area"
15229,"Operations","September 2016 – November 2017(1 year 2 months)San Francisco Bay Area"
15230,"Sales","January 2016 – September 2016(8 months)Palo Alto, CA"
15231,"Employee Marketing","June 2015 – August 2015(2 months)Washington D.C. Metro Area"
15232,"Teaching Assistant","January 2015 – May 2015(4 months)Tallahassee, Florida Area"
15233,"Marketing Intern","May 2014 – August 2014(3 months)Jacksonville, Florida"
15234,"Server","May 2013 – August 2013(3 months)Jacksonville Beach, FL"
15235,"Software Engineer","November 2019 – Present(8 months)San Francisco Bay Area"
15236,"Senior Software Engineer","May 2017 – October 2018(1 year 5 months)Palo Alto, California"
15237,"Software Engineer","August 2015 – April 2017(1 year 8 months)"
15238,"Software Engineering Intern","June 2015 – August 2015(2 months)Watertown, Ma"
15239,"Research Assistant","June 2014 – May 2015(11 months)"
15240,"Software Engineering Intern","June 2013 – August 2013(2 months)Raleigh-Durham, North Carolina Area"
15241,"Engineering Intern","May 2012 – August 2012(3 months)"
15242,"Interim Engineering Intern","May 2011 – August 2011(3 months)Greater San Diego Area"
